project_id,title,description,category,department,difficulty,required_skills,tech_stack,research_area,research_tags,avg_grade_given,times_selected
COS-BIO-1649,Disease Progression Prediction Model,A project focused on disease progression prediction model,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","Genomics, Python, Biopython",Data Science,"bio, disease, forecasting, predictive analytics, progression, python programming",3.77,5
COS-BIO-1650,Biomarker Discovery Framework,A project focused on biomarker discovery framework,Bio,Computer Science,Medium,"Python, R, Biopython, Statistics, Genomics","R, Python, Biopython",Data Science,"big data, bio, biomarker, data visualization, discovery, forecasting",2.62,2
CYB-OT-1651,SCADA System Security Framework,A project focused on scada system security framework,OT,Cybersecurity,Medium,"Python, C, SCADA, Modbus, Industrial Protocols","Industrial Protocols, Modbus, C, SCADA",Cybersecurity,"cryptography, malware analysis, ot, privacy, python programming, scada",2.62,4
CYB-OT-1652,PLC Security Hardening Guidelines Implementation,A project focused on plc security hardening guidelines implementation,OT,Cybersecurity,Medium,"Python, C, SCADA, Modbus, Industrial Protocols","C, Modbus, Industrial Protocols, SCADA",Cybersecurity,"cryptography, digital forensics, hardening, ot, python programming, security",2.76,7
CYB-OT-1653,ICS Protocol Analysis for Anomaly Detection,A project focused on ics protocol analysis for anomaly detection,OT,Cybersecurity,Medium,"Python, C, SCADA, Modbus, Industrial Protocols","Python, SCADA, C, Industrial Protocols",Cybersecurity,"access control, anomaly, compliance, incident response, network security, ot",2.58,9
CYB-OT-1654,Critical Infrastructure Protection System,A project focused on critical infrastructure protection system,OT,Cybersecurity,Medium,"Python, C, SCADA, Modbus, Industrial Protocols","Python, C, Industrial Protocols, SCADA",Cybersecurity,"authentication, critical, infrastructure, ot, python programming, vulnerability assessment",2.54,5
CYB-OT-1655,Process Safety Analysis Framework,A project focused on process safety analysis framework,OT,Cybersecurity,Medium,"Python, C, SCADA, Modbus, Industrial Protocols","Industrial Protocols, SCADA, Python, Modbus, C",Cybersecurity,"incident response, malware analysis, ot, penetration testing, privacy, process",2.63,7
CYB-OT-1656,Industrial IoT Security Architecture,A project focused on industrial iot security architecture,OT,Cybersecurity,Medium,"Python, C, SCADA, Modbus, Industrial Protocols","C, SCADA, Modbus, Python, Industrial Protocols",Cybersecurity,"cryptography, incident response, industrial, malware analysis, ot, python programming",3.31,1
CYB-OT-1657,OT Network Segmentation and Isolation,A project focused on ot network segmentation and isolation,OT,Cybersecurity,Medium,"Python, C, SCADA, Modbus, Industrial Protocols","Python, SCADA, C, Industrial Protocols, Modbus",Cybersecurity,"access control, cryptography, incident response, malware analysis, network, ot",3.15,2
CYB-OT-1658,Air Gap Implementation and Monitoring,A project focused on air gap implementation and monitoring,OT,Cybersecurity,Medium,"Python, C, SCADA, Modbus, Industrial Protocols","C, SCADA, Industrial Protocols, Modbus, Python",Cybersecurity,"cryptography, malware analysis, monitoring, ot, python programming",2.98,4
CYB-OT-1659,OT Vulnerability Assessment Framework,A project focused on ot vulnerability assessment framework,OT,Cybersecurity,Medium,"Python, C, SCADA, Modbus, Industrial Protocols","Modbus, C, Industrial Protocols",Cybersecurity,"assessment, encryption, network security, ot, python programming, vulnerability",3.55,8
CYB-OT-1660,Control System Firmware Analysis Tool,A project focused on control system firmware analysis tool,OT,Cybersecurity,Medium,"Python, C, SCADA, Modbus, Industrial Protocols","Industrial Protocols, Python, SCADA, Modbus, C",Cybersecurity,"authentication, control, firewall, firmware, incident response, ot",2.87,5
CYB-OT-1661,Real-Time OT Network Monitoring System,A project focused on real-time ot network monitoring system,Monitoring,Cybersecurity,Medium,"Python, Linux, Grafana, Prometheus, Splunk","Prometheus, Linux, Splunk",Networking,"dhcp, monitoring, network monitoring, network security, python programming, real",3.14,3
CYB-OT-1662,Anomaly Detection for Industrial Processes,A project focused on anomaly detection for industrial processes,Monitoring,Cybersecurity,Medium,"Python, Linux, Grafana, Prometheus, Splunk","Python, Grafana, Prometheus, Linux",Networking,"anomaly, detection, load balancing, monitoring, network management, network monitoring",3.19,1
CYB-OT-1663,Process Baseline Learning Algorithm,A project focused on process baseline learning algorithm,Monitoring,Cybersecurity,Medium,"Python, Linux, Grafana, Prometheus, Splunk","Linux, Python, Splunk",Networking,"baseline, dhcp, dns, monitoring, network security, process",3.46,7
CYB-OT-1664,Unauthorized Device Detection Framework,A project focused on unauthorized device detection framework,Monitoring,Cybersecurity,Medium,"Python, Linux, Grafana, Prometheus, Splunk","Python, Splunk, Linux, Grafana, Prometheus",Networking,"device, dns, monitoring, network monitoring, network protocols, python programming",3.18,9
CYB-OT-1665,Network Traffic Analysis for OT Systems,A project focused on network traffic analysis for ot systems,Monitoring,Cybersecurity,Medium,"Python, Linux, Grafana, Prometheus, Splunk","Splunk, Grafana, Prometheus",Networking,"load balancing, monitoring, network, network protocols, python programming, routing",3.66,5
CYB-OT-1666,Control Flow Anomaly Detector,A project focused on control flow anomaly detector,Monitoring,Cybersecurity,Medium,"Python, Linux, Grafana, Prometheus, Splunk","Grafana, Python, Splunk, Prometheus, Linux",Networking,"control, dhcp, flow, monitoring, python programming, vpn",2.52,11
CYB-OT-1667,Critical State Change Detection,A project focused on critical state change detection,Monitoring,Cybersecurity,Medium,"Python, Linux, Grafana, Prometheus, Splunk","Linux, Python, Splunk, Prometheus",Networking,"critical, monitoring, python programming, software defined networking, state, vpn",3.78,4
CYB-OT-1668,OT Security Event Correlation,A project focused on ot security event correlation,Monitoring,Cybersecurity,Medium,"Python, Linux, Grafana, Prometheus, Splunk","Grafana, Prometheus, Python",Networking,"dhcp, event, monitoring, python programming, security, switching",3.31,4
CYB-OT-1669,False Positive Reduction Framework,A project focused on false positive reduction framework,Monitoring,Cybersecurity,Medium,"Python, Linux, Grafana, Prometheus, Splunk","Prometheus, Grafana, Python, Linux",Networking,"false, monitoring, network monitoring, network protocols, network security, positive",2.99,8
CYB-OT-1670,OT Incident Response Automation,A project focused on ot incident response automation,Monitoring,Cybersecurity,Medium,"Python, Linux, Grafana, Prometheus, Splunk","Prometheus, Grafana, Splunk",Networking,"incident, monitoring, network monitoring, python programming, response, vpn",3.4,1
CYB-OT-1671,OT/IT Security Policy Integration Framework,A project focused on ot/it security policy integration framework,Convergence,Cybersecurity,Medium,"Python, SQL","Python, SQL",Computer Science,"convergence, databases, policy, python programming, security",3.33,4
CYB-OT-1672,Unified Monitoring for OT and IT,A project focused on unified monitoring for ot and it,Convergence,Cybersecurity,Medium,"Python, SQL","Python, SQL",Computer Science,"convergence, databases, monitoring, python programming, unified",2.74,2
CYB-OT-1673,Cross-Domain Threat Detection System,A project focused on cross-domain threat detection system,Convergence,Cybersecurity,Medium,"Python, SQL","Python, SQL",Computer Science,"convergence, cross, databases, domain, python programming",2.87,7
CYB-OT-1674,Incident Response for Converged Environment,A project focused on incident response for converged environment,Convergence,Cybersecurity,Medium,"Python, SQL","SQL, Python",Computer Science,"convergence, databases, incident, python programming, response",3.49,2
CYB-OT-1675,Cloud-Based OT Security Management,A project focused on cloud-based ot security management,Convergence,Cybersecurity,Medium,"Python, SQL","Python, SQL",Computer Science,"cloud, convergence, databases, python programming, security",3.6,9
CYB-OT-1676,Safety-Critical System Verification Framework,A project focused on safety-critical system verification framework,Safety,Cybersecurity,Medium,"Java, Python, SQL","Java, SQL, Python",Cybersecurity,"critical, databases, intrusion detection, penetration testing, privacy, python programming",3.58,1
CYB-OT-1677,Functional Safety Assessment Platform,A project focused on functional safety assessment platform,Safety,Cybersecurity,Medium,"Java, Python, SQL","Java, SQL, Python",Cybersecurity,"databases, encryption, functional, privacy, python programming, safety",3.07,5
CYB-OT-1678,Failure Mode and Effect Analysis (FMEA) Tool,A project focused on failure mode and effect analysis (fmea) tool,Safety,Cybersecurity,Medium,"Java, Python, SQL","SQL, Java, Python",Cybersecurity,"access control, authentication, compliance, databases, failure, mode",2.94,4
CYB-OT-1679,Compliance with IEC 62443 Standards,A project focused on compliance with iec 62443 standards,Safety,Cybersecurity,Medium,"Java, Python, SQL","Java, Python, SQL",Cybersecurity,"compliance, databases, intrusion detection, python programming, safety, standards",2.7,7
CYB-OT-1680,NIST Cybersecurity Framework Implementation for OT,A project focused on nist cybersecurity framework implementation for ot,Safety,Cybersecurity,Medium,"Java, Python, SQL","SQL, Java, Python",Cybersecurity,"cryptography, cybersecurity, databases, nist, python programming, safety",2.53,9
CYB-OT-1681,Power Grid Security System,A project focused on power grid security system,Energy,Cybersecurity,Medium,"Python, IoT, Sensors, SQL","Python, SQL, IoT, Sensors",Internet of Things,"energy, grid, power, python programming, smart devices, wearables",2.64,1
CYB-OT-1682,Water Treatment Facility Protection,A project focused on water treatment facility protection,Water,Cybersecurity,Medium,"Python, IoT, Sensors, SQL","SQL, Sensors, Python",Internet of Things,"device management, iot protocols, mqtt, python programming, smart devices, treatment",2.69,1
CYB-OT-1683,Manufacturing Plant Security Framework,A project focused on manufacturing plant security framework,Manufacturing,Cybersecurity,Medium,"Java, SQL, Python, PLC, SCADA","SQL, Java, SCADA",Software Engineering,"databases, manufacturing, plant, python programming, requirements engineering, software architecture",3.5,8
CYB-OT-1684,Smart Building Security Architecture,A project focused on smart building security architecture,Building,Cybersecurity,Medium,"Python, SQL","Python, SQL",Computer Science,"building, databases, python programming, smart",3.21,10
